POLARITY,TWEET_ID,DATE,QUERY_TYPE,NAME,TWEET
0,1468292992,Tue Apr 07 00:47:37 PDT 2009,NO_QUERY,The_Gunn_Man,Area nightclub making �8 out of the bewilldered uni students who have arrived home. while the poor folk like me have to struggle on 
0,1468293310,Tue Apr 07 00:47:44 PDT 2009,NO_QUERY,rodpetrovic,It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup 
0,1468293596,Tue Apr 07 00:47:51 PDT 2009,NO_QUERY,laowai,"@JCTurner Yeah, not good. Even going back to 2.2.1 didn't resolve it. "
0,1468293739,Tue Apr 07 00:47:54 PDT 2009,NO_QUERY,arw21,@Tasouls what stupid show were you watching? lol. Not that there is any shortage. 
0,1468294106,Tue Apr 07 00:48:02 PDT 2009,NO_QUERY,chicamuchacha,still waiting and missing my baby boy! 
0,1468294384,Tue Apr 07 00:48:07 PDT 2009,NO_QUERY,honkandwave,Omg house what did I ever do to you   
0,1468294499,Tue Apr 07 00:48:10 PDT 2009,NO_QUERY,Sophhs,"@_adriii OMGOSH, they're like biscuits, so so so yum. xD you haven't lived until you've eaten them missy :p &amp; i miss you too  x"
0,1468294780,Tue Apr 07 00:48:15 PDT 2009,NO_QUERY,pearlbones,tooo early. im running late. 
0,1468295011,Tue Apr 07 00:48:20 PDT 2009,NO_QUERY,jesustoastcakes,I don't feel so hot.... 
0,1468295045,Tue Apr 07 00:48:21 PDT 2009,NO_QUERY,djrivard,Leaving Koh Tao  start of journey back to Bangkok  http://twitpic.com/2y5uv
0,1468295118,Tue Apr 07 00:48:22 PDT 2009,NO_QUERY,rsefuck,"@Cuckolds I'm being set up again except now I'll have to watch her with 2 huge membered guys, I feel like a hat stand "
0,1468295134,Tue Apr 07 00:48:23 PDT 2009,NO_QUERY,ems_london,@fionamccarthy I am sure it will! I have got loads to do today 
0,1468295166,Tue Apr 07 00:48:23 PDT 2009,NO_QUERY,ladykillerr,ps just broke my fucking phone 
0,1468295776,Tue Apr 07 00:48:36 PDT 2009,NO_QUERY,scienide77,Not many people from my home town using IRL connect ... 
0,1468295930,Tue Apr 07 00:48:39 PDT 2009,NO_QUERY,Misssarahnoir,@xjerx she's at the Ritz LOL but been there before and it's ok for a gig! Not got any more planned  what about you?
0,1468296233,Tue Apr 07 00:48:46 PDT 2009,NO_QUERY,XLucySX,is at work!!!  xx
0,1468296363,Tue Apr 07 00:48:49 PDT 2009,NO_QUERY,Josephus,@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you 
0,1468296547,Tue Apr 07 00:48:52 PDT 2009,NO_QUERY,LuvChrisMartin,@aplusk It amazes me men like you actually exist... I hope I find someone someday who will love and value me 
0,1468296603,Tue Apr 07 00:48:54 PDT 2009,NO_QUERY,joelfrancis25,is going to school to do dt 
0,1468296694,Tue Apr 07 00:48:56 PDT 2009,NO_QUERY,bridwag,"@Juzley Yaaaay, maybe I should've gone "
0,1468297110,Tue Apr 07 00:49:07 PDT 2009,NO_QUERY,amyamoore,@mileycyrus I guess counting sheep didn't work  Hope you get some sleep!
0,1468297577,Tue Apr 07 00:49:14 PDT 2009,NO_QUERY,7_7,/really/ need to clean the sensor in my SLR. As it is I will be doing spot removal from several hundred pictures 
0,1468297766,Tue Apr 07 00:49:18 PDT 2009,NO_QUERY,cutthetension,Woken up by someone hammering &gt;&lt; they have stopped now and I can't get back to sleep 
0,1468297944,Tue Apr 07 00:49:22 PDT 2009,NO_QUERY,Scottfoshawdj,has a hangover 
0,1468298018,Tue Apr 07 00:49:23 PDT 2009,NO_QUERY,jmroskell,Is stuck in traffic 
0,1468298286,Tue Apr 07 00:49:30 PDT 2009,NO_QUERY,Rhiand92,"@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays  x"
0,1468298380,Tue Apr 07 00:49:32 PDT 2009,NO_QUERY,griffybabyyyy,i think i have tonsillitis 
0,1468298918,Tue Apr 07 00:49:44 PDT 2009,NO_QUERY,xdokkenx,@mileycyrus I would too if it meant spending a day in heaven w/my mom and getting to see her again. 
0,1468298983,Tue Apr 07 00:49:45 PDT 2009,NO_QUERY,pjakobs,"@FoxWhisperer clean, but it resulted in the soft top beaing soaked wet, so I couldn,t open it  should be dry now"
0,1468299018,Tue Apr 07 00:49:46 PDT 2009,NO_QUERY,nevvty,#mhbigcatch 8oz Golem  But finally got a Wight - 3oz
0,1468299331,Tue Apr 07 00:49:53 PDT 2009,NO_QUERY,UnmistakableRFC,"@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?"
0,1468299644,Tue Apr 07 00:50:00 PDT 2009,NO_QUERY,justinezeisman,@yopatrizzle Not sure to tell u the truth  it's been so long since I've seen him but ask Sumo's daddy @PAULSKRATCH he has full custody lol
0,1468300175,Tue Apr 07 00:50:08 PDT 2009,NO_QUERY,Lulabelli,Really wish I could see Eddie Izzard on tour  Damn the stupid expensive tickets!!! CAKE OR DEATH?!!!
0,1468300652,Tue Apr 07 00:50:17 PDT 2009,NO_QUERY,jpcajas,I can't sleep I'm stressing out  JPC &lt;3
0,1468301028,Tue Apr 07 00:50:25 PDT 2009,NO_QUERY,LeahEarnshaw,"think im an insomniac, i just cant sleep..    birthday in 5 days... oh yay. ~_~"
0,1468301176,Tue Apr 07 00:50:28 PDT 2009,NO_QUERY,euthanAJA,*cough*cough*cough* that's all I seem to do right now 
0,1468301308,Tue Apr 07 00:50:32 PDT 2009,NO_QUERY,ignati,@Kal_Penn most confusing hour of my life. 
0,1468301479,Tue Apr 07 00:50:35 PDT 2009,NO_QUERY,madhu_bhishma,Another long and slow day ahead ... *sigh!*  
0,1468301531,Tue Apr 07 00:50:37 PDT 2009,NO_QUERY,courtybourty,@islandnene83 well you didnt even consult me to see what my plans were. maybe they changed...and they did. so thanks.   
0,1468301542,Tue Apr 07 00:50:37 PDT 2009,NO_QUERY,theapple,dang! i'm lazy  i've begun three short stories in the last three weeks... and never finished anything. will. have. more. focus.
0,1468301700,Tue Apr 07 00:50:40 PDT 2009,NO_QUERY,one_four_three,"@LOSTmeself ;; uh.. february something, haha!  imy! "
0,1468302465,Tue Apr 07 00:50:59 PDT 2009,NO_QUERY,Cioot,@MizzChievouz am sorry to say but it is still in the air 
0,1468303745,Tue Apr 07 00:51:23 PDT 2009,NO_QUERY,kibbum,holy shindigs.  thats HOT.
0,1468303842,Tue Apr 07 00:51:25 PDT 2009,NO_QUERY,Squishtof,is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever 
0,1468304084,Tue Apr 07 00:51:30 PDT 2009,NO_QUERY,nettyp,Okie dokie my tweoples its been a long day and I have to be in the city by 10 am BOOOOOOOOOOOO  Good night my lovelies &lt;3
0,1468304197,Tue Apr 07 00:51:33 PDT 2009,NO_QUERY,Ronamurder,hoping I can fall asleep after watching Knowing.  Definitely wasn't National Treasure 
0,1468304373,Tue Apr 07 00:51:37 PDT 2009,NO_QUERY,Suspiremedia,I think my email / domain is being blocked by  Akismet 
0,1468304596,Tue Apr 07 00:51:41 PDT 2009,NO_QUERY,vivavar,Blip.fm is undergoing maintenance.  http://blip.fm/
0,1468304785,Tue Apr 07 00:51:45 PDT 2009,NO_QUERY,nrotschafer,@yayfuckbuddies haha I would but you won't 
0,1468304799,Tue Apr 07 00:51:46 PDT 2009,NO_QUERY,beccoombsdean,"Why is it that anytime that I plan what do, I get sick and all the plans go out the window. "
0,1468304873,Tue Apr 07 00:51:47 PDT 2009,NO_QUERY,zbrass,@rodrigo very grey morning 
0,1468304945,Tue Apr 07 00:51:49 PDT 2009,NO_QUERY,MJtwitchat,feeling ill and sorry for myself 
0,1468305031,Tue Apr 07 00:51:51 PDT 2009,NO_QUERY,maraem,o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class...it's not really working 
0,1468305085,Tue Apr 07 00:51:52 PDT 2009,NO_QUERY,chrismehigan,@cufa Getting lots of dentist time myself at the moment. Very stressfull and sore  take it nice and easy for the rest of the day!
0,1468305298,Tue Apr 07 00:51:57 PDT 2009,NO_QUERY,stu_thom,Coke Zero mobile site broken... on iPhone anyway...   http://twitpic.com/2y5xp
0,1468305782,Tue Apr 07 00:52:07 PDT 2009,NO_QUERY,ria_awesome,"&quot;Bruce Springsteen embarks on world tour.&quot; Apparently, Oz is on some other, unworldly planet "
0,1468305783,Tue Apr 07 00:52:07 PDT 2009,NO_QUERY,TattooedGumball,Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day 
0,1468305790,Tue Apr 07 00:52:07 PDT 2009,NO_QUERY,3lla,Being grumpy. Abu Dhabi is so boring. There really is nothing to photograph and no one to go with 
0,1468306256,Tue Apr 07 00:52:17 PDT 2009,NO_QUERY,rsmarsha,"@kel_marshall tell me about it, had some mortgage quotes last sat. Going to be skint for the next 30 years. "
0,1468306295,Tue Apr 07 00:52:21 PDT 2009,NO_QUERY,djsiddall,is hoping the posty delivers my pink tickets 
0,1468306620,Tue Apr 07 00:52:26 PDT 2009,NO_QUERY,Jillian268,@rustyrockets do I sense a blog coming on?  Too bad I have to leave in like 10 mins   xxx
0,1468306726,Tue Apr 07 00:52:28 PDT 2009,NO_QUERY,geeneeyes,The house is one big mess. Everything is crammed in my bedroom while they do up the other rooms 
0,1468306794,Tue Apr 07 00:52:30 PDT 2009,NO_QUERY,chrissnelling,Not liking being back at work this morning 
0,1468306873,Tue Apr 07 00:52:34 PDT 2009,NO_QUERY,unicorngirl,"Argh, opened my crisps upside down.  I hate that. "
0,1468306901,Tue Apr 07 00:52:32 PDT 2009,NO_QUERY,AdeleMeichan,Feeling really really ill 
0,1468307110,Tue Apr 07 00:52:36 PDT 2009,NO_QUERY,cole007,Blazing row with boy. Tantrums all round. Missed train and now standing on platform feeling guilty 
0,1468307546,Tue Apr 07 00:52:46 PDT 2009,NO_QUERY,Hazelia,Don't have any hot water.... 
0,1468307584,Tue Apr 07 00:52:47 PDT 2009,NO_QUERY,Didix2,@eNiBeNi lol im sorry! love ya! stupid dating coach that makes me feel self-conscious about my hair 
0,1468308163,Tue Apr 07 00:53:01 PDT 2009,NO_QUERY,DenzelBurks,@joenoia wass up lovely i anit show you no love yet... 
0,1468308294,Tue Apr 07 00:53:01 PDT 2009,NO_QUERY,briiiiiiian,"Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true "
0,1468309097,Tue Apr 07 00:53:20 PDT 2009,NO_QUERY,Jurg3ns,pfff i want to go back to bed i feel horrible today 
0,1468309113,Tue Apr 07 00:53:20 PDT 2009,NO_QUERY,arisan,I also want Easter Break / P�sklov! 
0,1468309382,Tue Apr 07 00:53:26 PDT 2009,NO_QUERY,B20boy,can't sleep and dunno why! 
0,1468309761,Tue Apr 07 00:53:35 PDT 2009,NO_QUERY,ryezak,Biking is hard ya'll 
0,1468310350,Tue Apr 07 00:53:48 PDT 2009,NO_QUERY,tashhhhhhh,@dougiemcfly morning  i'm really upset  my rabbit ran away last night  and the postman woke me up early  reply? ilu x.
0,1468310979,Tue Apr 07 00:54:02 PDT 2009,NO_QUERY,CharlT88,off to the drs its too early 
0,1468311182,Tue Apr 07 00:54:07 PDT 2009,NO_QUERY,Phib3r_0ptik,man my internet is slow atm 
0,1468312591,Tue Apr 07 00:54:36 PDT 2009,NO_QUERY,giny21,is looking at the gray sky. The sun has been stolen again 
0,1468312934,Tue Apr 07 00:54:43 PDT 2009,NO_QUERY,hepi,has a very painful shoulder this morning 
0,1468313074,Tue Apr 07 00:54:46 PDT 2009,NO_QUERY,JustMTB,4.52 am ... I'm 2 tired 2 think!!!!... Peace out!!!!... M... 5564583833755523.... 811... 
0,1468313226,Tue Apr 07 00:54:50 PDT 2009,NO_QUERY,divasoria,i will say it out loud - i miss you a-hole and your answers to my iPhone questions. now who will help me upgrade to 3.0? 
0,1468313230,Tue Apr 07 00:54:50 PDT 2009,NO_QUERY,TimbreWithLove,"My heart is abused with so many hurtful lies, and truths. I hate being sappy about these kind of things. I hate it "
0,1468313255,Tue Apr 07 00:54:51 PDT 2009,NO_QUERY,richstokes,so. fucking. bored. of. work 
0,1468313503,Tue Apr 07 00:54:56 PDT 2009,NO_QUERY,sethjeffery,Landed funny on my foot this morning while jumping down the stairs and I twisted it. Quite sore now.. 
0,1468313741,Tue Apr 07 00:55:02 PDT 2009,NO_QUERY,cheeseyy,in a taxi on the way to get pizza. bad traffic and headache. worst. 
0,1468313951,Tue Apr 07 00:55:05 PDT 2009,NO_QUERY,mattsantucci,"@XombieXS Of course. What aren't they remaking?    At least with Haley, I have a bit of hope."
0,1468314060,Tue Apr 07 00:55:07 PDT 2009,NO_QUERY,nicolestjohn,I had a migraine and now I can't sleep. boo  
0,1468314253,Tue Apr 07 00:55:12 PDT 2009,NO_QUERY,sobayaki,"For some reason, I have a strong urge to draw illustrations for novel covers. "
0,1468314615,Tue Apr 07 00:55:18 PDT 2009,NO_QUERY,mercuryspectra,"Prodigy were ace last night! Only managed a few hours sleep last night, not feeling myself today        Have a cool day guys."
0,1468314693,Tue Apr 07 00:55:20 PDT 2009,NO_QUERY,JordH09,has realised that this time it might actually be final 
0,1468314843,Tue Apr 07 00:55:23 PDT 2009,NO_QUERY,superne,having a horrible headache day and nose bleeding...awful feeling 
0,1468314947,Tue Apr 07 00:55:25 PDT 2009,NO_QUERY,stripeboy,"just found that if I use Windows 7 to browse twitter.com, the firewall software will automatically turns off, and the PC hangs. "
0,1468315010,Tue Apr 07 00:55:26 PDT 2009,NO_QUERY,guydavies,Back to work with a bump!  The long weekend is definitely over 
0,1468315165,Tue Apr 07 00:55:30 PDT 2009,NO_QUERY,SleepyGeek,"Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee "
0,1468315899,Tue Apr 07 00:55:46 PDT 2009,NO_QUERY,TimbreWithLove,"My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?"
0,1468315952,Tue Apr 07 00:55:48 PDT 2009,NO_QUERY,Mel_xXx,"ias awake, but has to go into school today "
0,1468316454,Tue Apr 07 00:56:00 PDT 2009,NO_QUERY,Augustina22CA,"im lonely  keep me company! 22 female, california"
0,1468316495,Tue Apr 07 00:56:01 PDT 2009,NO_QUERY,wilsonlim,in Genting now! But I now at gohtong jaya using com... 
0,1468316547,Tue Apr 07 00:56:01 PDT 2009,NO_QUERY,lleeann,@vishal_ud yeah got no choice.. 5am not to study.. 5 am to reach class on time for the paper   hows eco treating you?
0,1468316597,Tue Apr 07 00:56:03 PDT 2009,NO_QUERY,abhian,@SLotH13 isliye call nahi kiya baad me..thinking ki ab to tu movie dekh raha hoga 
0,1468316655,Tue Apr 07 00:56:04 PDT 2009,NO_QUERY,zuziazuziulka,gloomy weather...again 
0,1468317166,Tue Apr 07 00:56:15 PDT 2009,NO_QUERY,whitejediguy,*sigh... gonna take a while to find all the files  argh
0,1468318009,Tue Apr 07 00:56:33 PDT 2009,NO_QUERY,CareyMetcalfe,is sad that the march break is over 
0,1468318249,Tue Apr 07 00:56:41 PDT 2009,NO_QUERY,XFearLessX,@mileycyrus AWWW u seriously have the cutest dog Miley! Sorry your not with her now  Hope u get some sleep! xoxo
0,1468318282,Tue Apr 07 00:56:39 PDT 2009,NO_QUERY,smithcdau,"QR + Veolia FAIL! Translink, the buses and trains don't align, so the early train is just as late as the  bus one hour later "
0,1468318960,Tue Apr 07 00:56:55 PDT 2009,NO_QUERY,jess22t,@crackcouture wow! that sounds fun! nah just going to melbourne for a couple of days unfortunately 
0,1468318995,Tue Apr 07 00:56:56 PDT 2009,NO_QUERY,hancohen,has tonsilitis on my birthday 
0,1468319163,Tue Apr 07 00:57:02 PDT 2009,NO_QUERY,egg104,@jeffkang greeeeat but now i ate all my hard work away 
0,1468319310,Tue Apr 07 00:57:03 PDT 2009,NO_QUERY,andrewspeck1101,@EllenDeG ellen......... Do my messages not get to you.......  if you didn't notice i'm sad. I try so hard to communicate wif u
0,1468319768,Tue Apr 07 00:57:13 PDT 2009,NO_QUERY,SweetThing109,"Observe &amp; Report was premiering at the Chinese Theater I was driving by slowly but only saw the reporters &amp; red carpet, no stars "
0,1468319784,Tue Apr 07 00:57:13 PDT 2009,NO_QUERY,katkathir,Tried with smsjunction.com.. but got ODBC Driver errors.  
0,1468319805,Tue Apr 07 00:57:14 PDT 2009,NO_QUERY,nxomega,@Ch0en huh?? Like what?? I didnt know? 
0,1468319895,Tue Apr 07 00:57:15 PDT 2009,NO_QUERY,barbsrad,"I had plans today, and now I'm scared of you know, moving, for fear of teh boke  fml."
0,1468320003,Tue Apr 07 00:57:17 PDT 2009,NO_QUERY,felloff,Just heard Eminem's new single. It's official. He fell off. : Just heard Eminem's new single. It's official. He fell off. 
0,1468320257,Tue Apr 07 00:57:24 PDT 2009,NO_QUERY,zen_habits,A bit under the weather the last coupla days -- workouts have been low in energy. 
0,1468320352,Tue Apr 07 00:57:26 PDT 2009,NO_QUERY,ariasink,It's a nice day for once and Chibi and I are stuck at home waiting for a parcel 
0,1468320355,Tue Apr 07 00:57:26 PDT 2009,NO_QUERY,npfanzine,@OfficialRandL where's the update? or have i missed something 
0,1468320485,Tue Apr 07 00:57:28 PDT 2009,NO_QUERY,dorkusmalorkus,@ellisonrox awwww  but she will be on tomorrow @ 4. i will still watch her show even though you guys persecute me. are you far away? 
0,1468321090,Tue Apr 07 00:57:42 PDT 2009,NO_QUERY,amberrrrr93,its the holidays and i still bloody insist on waking up at school times 
0,1468321382,Tue Apr 07 00:57:48 PDT 2009,NO_QUERY,Phylop,"Finger hurts, can't sleep even after my vicoden &amp; alcohol combo... "
0,1468321926,Tue Apr 07 00:58:01 PDT 2009,NO_QUERY,indiegirl175,"i fell tired, i want to sleep, but im almost done with some work, and i need to go to the bathroom "
0,1468321932,Tue Apr 07 00:58:01 PDT 2009,NO_QUERY,Fentoozler66,is missing her roo and totally ready to be over this stupid sickness....arghhh 
0,1468321965,Tue Apr 07 00:58:01 PDT 2009,NO_QUERY,elfinamsterdam,@icedcoffee they end up back as read only ... and still the error persists. I cant add anything to the library now   so cant update my ...
0,1468322073,Tue Apr 07 00:58:03 PDT 2009,NO_QUERY,Seattle_Dude,@DelicatelyReal  I feel your pain
0,1468322109,Tue Apr 07 00:58:04 PDT 2009,NO_QUERY,marand313,I NEED to post a video!!!!  But I'm stuck...
0,1468322124,Tue Apr 07 00:58:04 PDT 2009,NO_QUERY,janakatarina,@nixpineda I miss youuu. 
0,1468322438,Tue Apr 07 00:58:12 PDT 2009,NO_QUERY,Oli_li,penalty scored at Tynecastle. Still got beat though! 
0,1468322471,Tue Apr 07 00:58:13 PDT 2009,NO_QUERY,steve228uk,"@duncn Revision, again.  Oh, and morning @itscammy!"
0,1468322781,Tue Apr 07 00:58:20 PDT 2009,NO_QUERY,darthhamster,Nobody likes Leatherhead. 
0,1468323001,Tue Apr 07 00:58:25 PDT 2009,NO_QUERY,mrcelebrity,okay bbs &lt;3 does anyone know where i can get info on how night clubs in L.A. cost? i wanna rent one out next year please  I'll invite yall
0,1468323068,Tue Apr 07 00:58:26 PDT 2009,NO_QUERY,kristinafloyd,has got combined ear and toothache and wants to rip her face off.  *stamps foot*
0,1468323072,Tue Apr 07 00:58:26 PDT 2009,NO_QUERY,ozlyn,"@laratron alas, I have no Pimms "
0,1468323119,Tue Apr 07 00:58:27 PDT 2009,NO_QUERY,bopeepsheep,"I don't think I like the Saw ride at Thorpe Park. The tv ad makes me feel sick, so goodness knows what the ride would do. "
0,1468323495,Tue Apr 07 00:58:35 PDT 2009,NO_QUERY,shmulyh,just joined twitter and doesnt know anyone yet... 
0,1468324066,Tue Apr 07 00:58:49 PDT 2009,NO_QUERY,dennisvdbogert,"pfff, rearanging database "
0,1468324465,Tue Apr 07 00:58:58 PDT 2009,NO_QUERY,meLanieee1994,is wishing he loved me 
